order_id,order_date,month_num,month_name,quarter,region,store_id,customer_id,category,sub_category,sku,quantity,unit_price,unit_cost,discount_pct,revenue,cogs,profit,payment_method,sales_channel
ORD-111537,2023-09-18,9,September,Q3,Central,STR-CE-02,CUST-69250,Clothing,Footwear,SKU-FTW-001,11,588.89,387.11,0,6477.79,4258.21,2219.58,EMI,In-Store
ORD-111538,2023-03-16,3,March,Q1,West,STR-WE-05,CUST-18853,Electronics,Mobile,SKU-MOB-003,13,49505.29,44617.65,0,643568.77,580029.45,63539.32,Cash,App
ORD-111539,2023-03-15,3,March,Q1,South,STR-SO-03,CUST-78162,Sports,Football,SKU-FOT-002,16,2800.01,1635.28,0,44800.16,26164.48,18635.68,UPI,In-Store
ORD-111540,2023-06-04,6,June,Q2,South,STR-SO-03,CUST-63443,Electronics,Headphones,SKU-HDP-002,20,76800.43,55189.87,0,1536008.6,1103797.4,432211.2,Debit Card,Online
ORD-111541,2023-07-28,7,July,Q3,East,STR-EA-01,CUST-31723,Clothing,Footwear,SKU-FTW-003,16,4833.0,3370.95,0,77328.0,53935.2,23392.8,UPI,In-Store
ORD-111542,2023-05-26,5,May,Q2,East,STR-EA-05,CUST-88934,Clothing,Accessories,SKU-ACC-002,2,321.14,157.47,0,642.28,314.94,327.34,Debit Card,Online
ORD-111543,2023-06-09,6,June,Q2,West,STR-WE-04,CUST-39686,Furniture,Bed,SKU-BED-001,14,7976.47,4602.78,15,94919.99,64438.92,30481.07,EMI,Online
ORD-111544,2023-04-24,4,April,Q2,South,STR-SO-04,CUST-30243,Beauty,Haircare,SKU-HRC-001,1,498.33,329.32,15,423.58,329.32,94.26,Cash,Online
ORD-111545,2023-02-19,2,February,Q1,North,STR-NO-02,CUST-50397,Furniture,Bed,SKU-BED-001,8,13769.58,9908.89,0,110156.64,79271.12,30885.52,Credit Card,Online
ORD-111546,2023-02-22,2,February,Q1,North,STR-NO-10,CUST-95296,Beauty,Makeup,SKU-MKP-003,16,1440.67,874.7,15,19593.11,13995.2,5597.91,Credit Card,In-Store
ORD-111547,2023-07-09,7,July,Q3,West,STR-WE-04,CUST-12077,Furniture,Bed,SKU-BED-001,18,12448.9,8288.18,0,224080.2,149187.24,74892.96,EMI,In-Store
ORD-111548,2023-10-13,10,October,Q4,West,STR-WE-09,CUST-27103,Beauty,Perfume,SKU-PRF-002,4,2846.67,1850.14,0,11386.68,7400.56,3986.12,Cash,Online
ORD-111549,2023-12-06,12,December,Q4,East,STR-EA-02,CUST-24874,Groceries,Fresh Produce,SKU-FRP-001,14,419.84,277.11,20,4702.21,3879.54,822.67,Credit Card,In-Store
ORD-111550,2023-12-10,12,December,Q4,East,STR-EA-09,CUST-75902,Electronics,Tablet,SKU-TAB-001,6,21514.41,13780.14,0,129086.46,82680.84,46405.62,UPI,In-Store
ORD-111551,2023-03-03,3,March,Q1,Central,STR-CE-10,CUST-49715,Furniture,Wardrobe,SKU-WRD-001,13,34774.99,17541.29,5,429471.13,228036.77,201434.36,UPI,Online
ORD-111552,2023-07-28,7,July,Q3,Central,STR-CE-01,CUST-13585,Furniture,Bed,SKU-BED-002,4,32407.08,22969.24,0,129628.32,91876.96,37751.36,Credit Card,Online
ORD-111553,2023-10-23,10,October,Q4,West,STR-WE-03,CUST-35084,Sports,Swimming,SKU-SWM-002,10,3914.49,2221.64,0,39144.9,22216.4,16928.5,Cash,Online
ORD-111554,2023-09-22,9,September,Q3,East,STR-EA-08,CUST-84067,Electronics,Mobile,SKU-MOB-001,7,26046.22,19529.5,0,182323.54,136706.5,45617.04,Debit Card,Online
ORD-111555,2023-05-26,5,May,Q2,West,STR-WE-08,CUST-16278,Beauty,Makeup,SKU-MKP-001,15,1015.28,722.7,10,13706.28,10840.5,2865.78,EMI,Online
ORD-111556,2023-11-08,11,November,Q4,South,STR-SO-10,CUST-43111,Clothing,Men Wear,SKU-MNW-003,6,4528.29,2123.11,20,21735.79,12738.66,8997.13,Cash,Online
ORD-111557,2023-10-06,10,October,Q4,West,STR-WE-01,CUST-30345,Clothing,Men Wear,SKU-MNW-003,7,1003.15,700.14,5,6670.95,4900.98,1769.97,UPI,Online
ORD-111558,2023-10-20,10,October,Q4,South,STR-SO-08,CUST-49622,Electronics,Mobile,SKU-MOB-003,1,8997.99,8254.84,20,7198.39,8254.84,-1056.45,EMI,Online
ORD-111559,2023-01-31,1,January,Q1,South,STR-SO-09,CUST-86546,Electronics,Laptop,SKU-LAP-002,14,33513.64,30399.95,0,469190.96,425599.3,43591.66,EMI,App
ORD-111560,2023-04-26,4,April,Q2,North,STR-NO-06,CUST-82428,Beauty,Perfume,SKU-PRF-002,16,444.11,254.35,15,6039.9,4069.6,1970.3,Credit Card,In-Store
ORD-111561,2023-04-12,4,April,Q2,West,STR-WE-05,CUST-87879,Electronics,Laptop,SKU-LAP-001,3,18199.13,8375.3,5,51867.52,25125.9,26741.62,Cash,App
ORD-111562,2023-11-15,11,November,Q4,West,STR-WE-01,CUST-34971,Furniture,Chair,SKU-CHR-002,15,14480.16,8357.2,5,206342.28,125358.0,80984.28,Debit Card,In-Store
ORD-111563,2023-07-18,7,July,Q3,North,STR-NO-08,CUST-73217,Electronics,Headphones,SKU-HDP-003,3,62809.22,50027.97,20,150742.13,150083.91,658.22,UPI,Online
ORD-111564,2023-12-12,12,December,Q4,North,STR-NO-05,CUST-28032,Clothing,Men Wear,SKU-MNW-002,16,4265.68,2948.4,5,64838.34,47174.4,17663.94,Credit Card,In-Store
ORD-111565,2023-09-06,9,September,Q3,North,STR-NO-09,CUST-16415,Sports,Swimming,SKU-SWM-001,2,1218.42,853.0,5,2315.0,1706.0,609.0,EMI,In-Store
ORD-111566,2023-12-29,12,December,Q4,West,STR-WE-04,CUST-52246,Groceries,Snacks,SKU-SNK-002,12,46.88,25.53,0,562.56,306.36,256.2,UPI,Online
ORD-111567,2023-04-17,4,April,Q2,Central,STR-CE-07,CUST-74496,Beauty,Personal Care,SKU-PRC-002,20,467.17,234.4,10,8409.06,4688.0,3721.06,Cash,Online
ORD-111568,2023-12-17,12,December,Q4,North,STR-NO-02,CUST-88940,Sports,Swimming,SKU-SWM-002,9,2101.17,1345.06,5,17965.0,12105.54,5859.46,Credit Card,Online
ORD-111569,2023-08-15,8,August,Q3,West,STR-WE-07,CUST-82673,Beauty,Makeup,SKU-MKP-003,6,2147.74,1701.53,20,10309.15,10209.18,99.97,UPI,Online
ORD-111570,2023-03-25,3,March,Q1,Central,STR-CE-05,CUST-70292,Sports,Swimming,SKU-SWM-002,4,3277.86,2006.81,0,13111.44,8027.24,5084.2,UPI,App
ORD-111571,2023-12-03,12,December,Q4,South,STR-SO-08,CUST-41210,Clothing,Women Wear,SKU-WMW-002,15,1121.5,742.2,0,16822.5,11133.0,5689.5,Credit Card,Online
ORD-111572,2023-07-11,7,July,Q3,South,STR-SO-10,CUST-70103,Groceries,Dairy,SKU-DAI-002,3,311.67,242.08,0,935.01,726.24,208.77,Credit Card,In-Store
ORD-111573,2023-10-27,10,October,Q4,Central,STR-CE-06,CUST-18832,Groceries,Fresh Produce,SKU-FRP-002,13,163.92,91.59,15,1811.32,1190.67,620.65,UPI,In-Store
ORD-111574,2023-01-23,1,January,Q1,East,STR-EA-07,CUST-65459,Furniture,Chair,SKU-CHR-001,11,32416.53,15471.26,0,356581.83,170183.86,186397.97,EMI,In-Store
ORD-111575,2023-09-03,9,September,Q3,South,STR-SO-05,CUST-16411,Furniture,Table,SKU-TBL-002,3,8619.06,6345.07,0,25857.18,19035.21,6821.97,Debit Card,Online
ORD-111576,2023-09-17,9,September,Q3,West,STR-WE-02,CUST-69520,Groceries,Beverages,SKU-BEV-002,11,401.72,287.74,0,4418.92,3165.14,1253.78,Credit Card,In-Store
ORD-111577,2023-09-22,9,September,Q3,West,STR-WE-03,CUST-90353,Sports,Fitness,SKU-FIT-001,5,5946.58,4245.19,15,25272.97,21225.95,4047.02,Credit Card,In-Store
ORD-111578,2023-08-02,8,August,Q3,Central,STR-CE-03,CUST-62819,Beauty,Haircare,SKU-HRC-002,2,999.74,739.05,0,1999.48,1478.1,521.38,UPI,In-Store
ORD-111579,2023-12-31,12,December,Q4,West,STR-WE-01,CUST-85931,Groceries,Beverages,SKU-BEV-002,5,490.38,221.06,10,2206.71,1105.3,1101.41,UPI,Online
ORD-111580,2023-06-18,6,June,Q2,Central,STR-CE-07,CUST-90510,Sports,Swimming,SKU-SWM-002,13,7101.78,4134.64,0,92323.14,53750.32,38572.82,EMI,In-Store
ORD-111581,2023-02-24,2,February,Q1,North,STR-NO-09,CUST-66979,Electronics,Tablet,SKU-TAB-002,20,25263.66,16393.31,0,505273.2,327866.2,177407.0,EMI,In-Store
ORD-111582,2023-09-06,9,September,Q3,East,STR-EA-08,CUST-24623,Clothing,Kids Wear,SKU-KDW-002,19,1636.72,1128.09,0,31097.68,21433.71,9663.97,Credit Card,Online
ORD-111583,2023-09-05,9,September,Q3,South,STR-SO-07,CUST-56027,Beauty,Haircare,SKU-HRC-001,16,2056.12,1509.13,15,27963.23,24146.08,3817.15,Debit Card,In-Store
ORD-111584,2023-01-06,1,January,Q1,West,STR-WE-02,CUST-14551,Electronics,Laptop,SKU-LAP-001,2,50230.36,22792.84,20,80368.58,45585.68,34782.9,Cash,Online
ORD-111585,2023-11-13,11,November,Q4,Central,STR-CE-10,CUST-98940,Electronics,Camera,SKU-CAM-001,19,68993.56,32093.34,15,1114245.99,609773.46,504472.53,Debit Card,App
ORD-111586,2023-04-23,4,April,Q2,South,STR-SO-03,CUST-69350,Furniture,Table,SKU-TBL-002,12,40991.42,27323.57,20,393517.63,327882.84,65634.79,Credit Card,App
ORD-111587,2023-08-21,8,August,Q3,North,STR-NO-07,CUST-77641,Groceries,Dairy,SKU-DAI-002,1,241.55,158.12,20,193.24,158.12,35.12,EMI,In-Store
ORD-111588,2023-01-12,1,January,Q1,North,STR-NO-05,CUST-70631,Sports,Football,SKU-FOT-001,7,225.33,126.35,15,1340.71,884.45,456.26,Cash,Online
ORD-111589,2023-02-09,2,February,Q1,South,STR-SO-06,CUST-65504,Electronics,Tablet,SKU-TAB-001,5,15372.29,8945.44,15,65332.23,44727.2,20605.03,EMI,In-Store
ORD-111590,2023-02-28,2,February,Q1,North,STR-NO-06,CUST-44927,Groceries,Snacks,SKU-SNK-001,2,257.75,119.95,15,438.18,239.9,198.28,EMI,In-Store
ORD-111591,2023-08-11,8,August,Q3,West,STR-WE-03,CUST-14523,Groceries,Staples,SKU-STP-002,8,179.36,137.58,0,1434.88,1100.64,334.24,UPI,App
ORD-111592,2023-03-03,3,March,Q1,Central,STR-CE-02,CUST-67049,Clothing,Kids Wear,SKU-KDW-002,7,1362.66,700.63,5,9061.69,4904.41,4157.28,Debit Card,In-Store
ORD-111593,2023-01-16,1,January,Q1,West,STR-WE-10,CUST-38968,Clothing,Men Wear,SKU-MNW-002,11,4611.4,2746.88,0,50725.4,30215.68,20509.72,Debit Card,Online
ORD-111594,2023-06-04,6,June,Q2,Central,STR-CE-05,CUST-34207,Clothing,Women Wear,SKU-WMW-001,14,666.61,397.38,15,7932.66,5563.32,2369.34,Cash,Online
ORD-111595,2023-01-31,1,January,Q1,Central,STR-CE-08,CUST-57340,Beauty,Makeup,SKU-MKP-003,10,1046.93,489.05,20,8375.44,4890.5,3484.94,Debit Card,Online
ORD-111596,2023-04-25,4,April,Q2,Central,STR-CE-06,CUST-92767,Furniture,Sofa,SKU-SOF-002,9,43136.49,25414.53,0,388228.41,228730.77,159497.64,Credit Card,In-Store
ORD-111597,2023-04-27,4,April,Q2,South,STR-SO-07,CUST-59775,Sports,Fitness,SKU-FIT-002,1,4181.62,1888.09,10,3763.46,1888.09,1875.37,Debit Card,In-Store
ORD-111598,2023-06-03,6,June,Q2,North,STR-NO-07,CUST-78965,Electronics,Tablet,SKU-TAB-001,11,5960.31,3956.85,5,62285.24,43525.35,18759.89,UPI,App
ORD-111599,2023-11-20,11,November,Q4,South,STR-SO-06,CUST-31736,Sports,Badminton,SKU-BAD-001,17,3544.5,2171.03,0,60256.5,36907.51,23348.99,UPI,In-Store
ORD-111600,2023-04-05,4,April,Q2,East,STR-EA-07,CUST-76116,Sports,Football,SKU-FOT-001,14,1693.0,808.41,0,23702.0,11317.74,12384.26,Credit Card,In-Store
ORD-111601,2023-08-05,8,August,Q3,East,STR-EA-08,CUST-22250,Electronics,Tablet,SKU-TAB-001,2,24481.88,18259.01,0,48963.76,36518.02,12445.74,Cash,In-Store
ORD-111602,2023-08-20,8,August,Q3,North,STR-NO-06,CUST-40562,Electronics,Mobile,SKU-MOB-001,13,22982.67,15831.99,20,239019.77,205815.87,33203.9,Credit Card,In-Store
ORD-111603,2023-11-06,11,November,Q4,West,STR-WE-09,CUST-97001,Furniture,Bed,SKU-BED-001,18,10469.13,6993.45,20,150755.47,125882.1,24873.37,Credit Card,App
ORD-111604,2023-10-20,10,October,Q4,Central,STR-CE-10,CUST-28365,Electronics,Laptop,SKU-LAP-002,7,29095.28,27030.97,5,193483.61,189216.79,4266.82,UPI,In-Store
ORD-111605,2023-05-12,5,May,Q2,Central,STR-CE-04,CUST-98674,Sports,Swimming,SKU-SWM-001,2,4143.25,2029.19,15,7043.52,4058.38,2985.14,Debit Card,In-Store
ORD-111606,2023-04-05,4,April,Q2,South,STR-SO-09,CUST-58549,Clothing,Accessories,SKU-ACC-002,13,2657.21,1472.46,10,31089.36,19141.98,11947.38,EMI,Online
ORD-111607,2023-03-17,3,March,Q1,East,STR-EA-02,CUST-74530,Electronics,Mobile,SKU-MOB-001,8,25243.12,12913.95,15,171653.22,103311.6,68341.62,Cash,Online
ORD-111608,2023-04-19,4,April,Q2,East,STR-EA-09,CUST-70437,Groceries,Staples,SKU-STP-002,8,47.72,23.66,0,381.76,189.28,192.48,Credit Card,Online
ORD-111609,2023-12-04,12,December,Q4,East,STR-EA-09,CUST-95114,Beauty,Makeup,SKU-MKP-003,18,380.89,252.3,5,6513.22,4541.4,1971.82,UPI,Online
ORD-111610,2023-12-27,12,December,Q4,Central,STR-CE-10,CUST-81242,Sports,Fitness,SKU-FIT-003,8,1013.75,482.35,0,8110.0,3858.8,4251.2,Credit Card,App
ORD-111611,2023-06-18,6,June,Q2,West,STR-WE-01,CUST-26254,Clothing,Accessories,SKU-ACC-002,19,1928.75,1103.85,20,29317.0,20973.15,8343.85,Cash,App
ORD-111612,2023-01-16,1,January,Q1,East,STR-EA-09,CUST-85272,Groceries,Staples,SKU-STP-001,14,145.62,76.78,20,1630.94,1074.92,556.02,UPI,Online
ORD-111613,2023-08-24,8,August,Q3,West,STR-WE-09,CUST-44678,Sports,Badminton,SKU-BAD-002,12,7146.48,5080.82,0,85757.76,60969.84,24787.92,Debit Card,App
ORD-111614,2023-09-14,9,September,Q3,North,STR-NO-07,CUST-16126,Furniture,Chair,SKU-CHR-002,14,34403.81,22652.69,10,433488.01,317137.66,116350.35,Cash,App
ORD-111615,2023-07-09,7,July,Q3,West,STR-WE-05,CUST-66590,Electronics,Headphones,SKU-HDP-003,9,53959.1,42289.74,5,461350.3,380607.66,80742.64,UPI,App
ORD-111616,2023-09-02,9,September,Q3,South,STR-SO-01,CUST-17445,Electronics,Camera,SKU-CAM-002,11,77891.66,62039.59,0,856808.26,682435.49,174372.77,Cash,In-Store
ORD-111617,2023-12-25,12,December,Q4,North,STR-NO-10,CUST-79889,Beauty,Personal Care,SKU-PRC-002,16,2480.7,1327.8,0,39691.2,21244.8,18446.4,Cash,In-Store
ORD-111618,2023-12-16,12,December,Q4,Central,STR-CE-02,CUST-80558,Sports,Football,SKU-FOT-002,11,6368.68,4218.41,10,63049.93,46402.51,16647.42,Cash,Online
ORD-111619,2023-04-17,4,April,Q2,South,STR-SO-02,CUST-87301,Clothing,Men Wear,SKU-MNW-002,18,3963.84,2220.95,0,71349.12,39977.1,31372.02,EMI,In-Store
ORD-111620,2023-06-25,6,June,Q2,North,STR-NO-05,CUST-44060,Sports,Cricket,SKU-CRI-001,20,7013.62,3982.38,0,140272.4,79647.6,60624.8,EMI,In-Store
ORD-111621,2023-05-22,5,May,Q2,Central,STR-CE-10,CUST-84116,Furniture,Sofa,SKU-SOF-001,8,44540.2,22863.22,5,338505.52,182905.76,155599.76,Cash,In-Store
ORD-111622,2023-08-17,8,August,Q3,South,STR-SO-04,CUST-31228,Furniture,Sofa,SKU-SOF-002,5,9293.24,6427.33,10,41819.58,32136.65,9682.93,Cash,In-Store
ORD-111623,2023-10-13,10,October,Q4,South,STR-SO-03,CUST-12388,Electronics,Camera,SKU-CAM-002,3,23397.81,16211.16,0,70193.43,48633.48,21559.95,UPI,Online
ORD-111624,2023-09-21,9,September,Q3,West,STR-WE-01,CUST-42980,Beauty,Haircare,SKU-HRC-001,13,1033.28,741.5,0,13432.64,9639.5,3793.14,Credit Card,In-Store
ORD-111625,2023-01-29,1,January,Q1,South,STR-SO-10,CUST-74071,Furniture,Table,SKU-TBL-002,4,39739.21,19687.04,10,143061.16,78748.16,64313.0,Debit Card,Online
ORD-111626,2023-05-18,5,May,Q2,North,STR-NO-09,CUST-96984,Groceries,Staples,SKU-STP-001,1,239.4,162.89,0,239.4,162.89,76.51,EMI,In-Store
ORD-111627,2023-02-04,2,February,Q1,South,STR-SO-08,CUST-36679,Groceries,Beverages,SKU-BEV-002,18,257.74,169.61,0,4639.32,3052.98,1586.34,UPI,In-Store
ORD-111628,2023-02-27,2,February,Q1,West,STR-WE-05,CUST-45232,Furniture,Wardrobe,SKU-WRD-001,12,15290.81,8246.09,0,183489.72,98953.08,84536.64,EMI,Online
ORD-111629,2023-10-19,10,October,Q4,South,STR-SO-05,CUST-60724,Electronics,Headphones,SKU-HDP-002,5,49057.42,30766.66,0,245287.1,153833.3,91453.8,EMI,App
ORD-111630,2023-05-23,5,May,Q2,East,STR-EA-04,CUST-86358,Electronics,Camera,SKU-CAM-001,18,24917.75,12567.83,10,403667.55,226220.94,177446.61,Credit Card,In-Store
ORD-111631,2023-07-24,7,July,Q3,North,STR-NO-04,CUST-15019,Beauty,Perfume,SKU-PRF-002,9,2595.15,1901.03,15,19852.9,17109.27,2743.63,Cash,Online
ORD-111632,2023-10-19,10,October,Q4,East,STR-EA-10,CUST-90554,Beauty,Haircare,SKU-HRC-002,9,1034.81,477.47,0,9313.29,4297.23,5016.06,Cash,Online
ORD-111633,2023-06-10,6,June,Q2,West,STR-WE-02,CUST-14567,Beauty,Makeup,SKU-MKP-003,12,1843.75,882.72,0,22125.0,10592.64,11532.36,Credit Card,App
ORD-111634,2023-02-27,2,February,Q1,East,STR-EA-04,CUST-15379,Electronics,Headphones,SKU-HDP-003,7,12197.88,7235.97,20,68308.13,50651.79,17656.34,Credit Card,In-Store
ORD-111635,2023-08-01,8,August,Q3,North,STR-NO-02,CUST-93286,Beauty,Personal Care,SKU-PRC-002,16,2407.74,1698.02,20,30819.07,27168.32,3650.75,Cash,Online
ORD-111636,2023-05-15,5,May,Q2,South,STR-SO-02,CUST-76111,Sports,Swimming,SKU-SWM-001,12,3176.55,1954.18,0,38118.6,23450.16,14668.44,Debit Card,Online
ORD-111637,2023-12-27,12,December,Q4,South,STR-SO-06,CUST-74941,Electronics,Laptop,SKU-LAP-001,5,60274.24,38574.0,0,301371.2,192870.0,108501.2,EMI,Online
ORD-111638,2023-03-24,3,March,Q1,South,STR-SO-01,CUST-94409,Electronics,Mobile,SKU-MOB-001,3,77235.69,47356.55,5,220121.72,142069.65,78052.07,Debit Card,In-Store
ORD-111639,2023-04-10,4,April,Q2,Central,STR-CE-09,CUST-67635,Clothing,Accessories,SKU-ACC-001,8,2428.99,1707.68,10,17488.73,13661.44,3827.29,Cash,Online
ORD-111640,2023-10-17,10,October,Q4,West,STR-WE-06,CUST-12630,Electronics,Tablet,SKU-TAB-001,15,60224.8,39350.43,0,903372.0,590256.45,313115.55,EMI,Online
ORD-111641,2023-05-16,5,May,Q2,East,STR-EA-08,CUST-88913,Furniture,Table,SKU-TBL-002,8,46456.05,22523.97,15,315901.14,180191.76,135709.38,Cash,In-Store
ORD-111642,2023-08-30,8,August,Q3,West,STR-WE-07,CUST-25197,Clothing,Men Wear,SKU-MNW-001,13,2802.11,1935.11,0,36427.43,25156.43,11271.0,Credit Card,In-Store
ORD-111643,2023-05-28,5,May,Q2,South,STR-SO-08,CUST-44215,Beauty,Skincare,SKU-SKN-003,7,1171.98,754.93,20,6563.09,5284.51,1278.58,EMI,In-Store
ORD-111644,2023-06-19,6,June,Q2,West,STR-WE-03,CUST-16714,Clothing,Men Wear,SKU-MNW-002,19,2657.71,1735.07,20,40397.19,32966.33,7430.86,Debit Card,Online
ORD-111645,2023-03-15,3,March,Q1,East,STR-EA-06,CUST-47114,Sports,Badminton,SKU-BAD-002,3,3786.0,2556.69,5,10790.1,7670.07,3120.03,Debit Card,Online
ORD-111646,2023-04-10,4,April,Q2,West,STR-WE-03,CUST-10075,Electronics,Laptop,SKU-LAP-002,17,21922.35,20034.68,0,372679.95,340589.56,32090.39,UPI,Online
ORD-111647,2023-05-02,5,May,Q2,East,STR-EA-09,CUST-81240,Electronics,Headphones,SKU-HDP-001,12,25231.37,14523.22,10,272498.8,174278.64,98220.16,Cash,Online
ORD-111648,2023-02-24,2,February,Q1,Central,STR-CE-02,CUST-14076,Groceries,Fresh Produce,SKU-FRP-002,4,321.29,197.98,0,1285.16,791.92,493.24,UPI,Online
ORD-111649,2023-01-08,1,January,Q1,East,STR-EA-08,CUST-15680,Beauty,Makeup,SKU-MKP-002,13,1384.83,925.61,15,15302.37,12032.93,3269.44,UPI,Online
ORD-111650,2023-11-07,11,November,Q4,South,STR-SO-09,CUST-48236,Sports,Football,SKU-FOT-001,14,3474.97,2428.08,0,48649.58,33993.12,14656.46,Debit Card,App
ORD-111651,2023-01-07,1,January,Q1,North,STR-NO-10,CUST-14148,Groceries,Snacks,SKU-SNK-001,16,102.17,58.68,0,1634.72,938.88,695.84,Debit Card,Online
ORD-111652,2023-06-24,6,June,Q2,North,STR-NO-08,CUST-43002,Groceries,Fresh Produce,SKU-FRP-001,5,276.23,134.1,0,1381.15,670.5,710.65,UPI,In-Store
ORD-111653,2023-11-02,11,November,Q4,East,STR-EA-02,CUST-75470,Clothing,Men Wear,SKU-MNW-003,5,1128.66,725.64,0,5643.3,3628.2,2015.1,EMI,Online
ORD-111654,2023-02-08,2,February,Q1,Central,STR-CE-10,CUST-95432,Beauty,Perfume,SKU-PRF-001,1,270.84,128.79,20,216.67,128.79,87.88,Credit Card,In-Store
ORD-111655,2023-01-01,1,January,Q1,Central,STR-CE-06,CUST-90744,Furniture,Wardrobe,SKU-WRD-001,11,13292.78,8713.33,0,146220.58,95846.63,50373.95,Debit Card,In-Store
ORD-111656,2023-05-15,5,May,Q2,Central,STR-CE-02,CUST-18688,Electronics,Laptop,SKU-LAP-002,3,60349.31,57072.0,15,153890.74,171216.0,-17325.26,Cash,App
ORD-111657,2023-10-24,10,October,Q4,Central,STR-CE-01,CUST-43818,Clothing,Kids Wear,SKU-KDW-002,15,3143.44,2201.06,0,47151.6,33015.9,14135.7,UPI,App
ORD-111658,2023-08-03,8,August,Q3,North,STR-NO-04,CUST-79628,Furniture,Chair,SKU-CHR-002,15,41341.59,30637.63,20,496099.08,459564.45,36534.63,UPI,In-Store
ORD-111659,2023-07-22,7,July,Q3,North,STR-NO-08,CUST-64913,Beauty,Perfume,SKU-PRF-002,10,2059.74,1629.81,10,18537.66,16298.1,2239.56,UPI,In-Store
ORD-111660,2023-02-01,2,February,Q1,Central,STR-CE-01,CUST-96060,Groceries,Snacks,SKU-SNK-001,15,48.74,30.0,0,731.1,450.0,281.1,Debit Card,In-Store
ORD-111661,2023-02-19,2,February,Q1,North,STR-NO-01,CUST-11249,Beauty,Perfume,SKU-PRF-001,17,1120.44,741.41,5,18095.11,12603.97,5491.14,Credit Card,In-Store
ORD-111662,2023-12-25,12,December,Q4,South,STR-SO-10,CUST-79674,Furniture,Chair,SKU-CHR-002,17,42276.18,27847.44,20,574956.05,473406.48,101549.57,EMI,Online
ORD-111663,2023-01-30,1,January,Q1,West,STR-WE-06,CUST-72922,Electronics,Camera,SKU-CAM-001,18,54319.09,37206.26,5,928856.44,669712.68,259143.76,Debit Card,In-Store
ORD-111664,2023-01-20,1,January,Q1,North,STR-NO-10,CUST-32614,Groceries,Snacks,SKU-SNK-003,10,245.52,122.44,0,2455.2,1224.4,1230.8,UPI,Online
ORD-111665,2023-08-25,8,August,Q3,South,STR-SO-04,CUST-26304,Electronics,Tablet,SKU-TAB-002,7,52635.27,38473.64,20,294757.51,269315.48,25442.03,Credit Card,Online
ORD-111666,2023-04-23,4,April,Q2,South,STR-SO-09,CUST-66561,Sports,Swimming,SKU-SWM-001,4,7826.47,4127.74,0,31305.88,16510.96,14794.92,Debit Card,Online
ORD-111667,2023-06-17,6,June,Q2,West,STR-WE-09,CUST-96879,Sports,Cricket,SKU-CRI-001,9,5029.84,2328.73,20,36214.85,20958.57,15256.28,EMI,App
ORD-111668,2023-04-19,4,April,Q2,South,STR-SO-07,CUST-37431,Furniture,Sofa,SKU-SOF-002,17,27057.41,13221.22,10,413978.37,224760.74,189217.63,Cash,In-Store
ORD-111669,2023-10-08,10,October,Q4,East,STR-EA-02,CUST-52227,Beauty,Skincare,SKU-SKN-001,15,2982.98,2016.93,5,42507.46,30253.95,12253.51,Cash,App
ORD-111670,2023-02-14,2,February,Q1,East,STR-EA-10,CUST-38376,Furniture,Bed,SKU-BED-002,20,25728.94,16285.26,10,463120.92,325705.2,137415.72,Debit Card,In-Store
ORD-111671,2023-02-21,2,February,Q1,North,STR-NO-03,CUST-31845,Furniture,Wardrobe,SKU-WRD-001,2,33461.73,17776.97,20,53538.77,35553.94,17984.83,UPI,App
ORD-111672,2023-07-05,7,July,Q3,East,STR-EA-07,CUST-26077,Groceries,Beverages,SKU-BEV-003,13,35.76,24.61,0,464.88,319.93,144.95,Credit Card,Online
ORD-111673,2023-01-17,1,January,Q1,East,STR-EA-01,CUST-92564,Clothing,Accessories,SKU-ACC-002,4,1094.72,514.33,20,3503.1,2057.32,1445.78,Cash,Online
ORD-111674,2023-01-08,1,January,Q1,South,STR-SO-03,CUST-64610,Clothing,Women Wear,SKU-WMW-001,20,3879.35,1931.76,5,73707.65,38635.2,35072.45,UPI,In-Store
ORD-111675,2023-03-21,3,March,Q1,South,STR-SO-03,CUST-25853,Beauty,Perfume,SKU-PRF-001,19,1430.39,997.77,15,23100.8,18957.63,4143.17,Debit Card,In-Store
ORD-111676,2023-05-01,5,May,Q2,South,STR-SO-01,CUST-16519,Furniture,Wardrobe,SKU-WRD-001,8,30534.91,15433.13,0,244279.28,123465.04,120814.24,Credit Card,In-Store
ORD-111677,2023-01-22,1,January,Q1,East,STR-EA-04,CUST-87966,Electronics,Camera,SKU-CAM-001,12,72014.24,43048.17,0,864170.88,516578.04,347592.84,Cash,In-Store
ORD-111678,2023-12-15,12,December,Q4,North,STR-NO-02,CUST-65445,Furniture,Wardrobe,SKU-WRD-001,2,14660.5,9151.33,10,26388.9,18302.66,8086.24,UPI,App
ORD-111679,2023-09-28,9,September,Q3,North,STR-NO-09,CUST-53170,Clothing,Footwear,SKU-FTW-001,13,1820.4,1225.5,5,22481.94,15931.5,6550.44,Credit Card,In-Store
ORD-111680,2023-01-20,1,January,Q1,South,STR-SO-01,CUST-54733,Clothing,Men Wear,SKU-MNW-003,17,4997.36,3182.97,0,84955.12,54110.49,30844.63,Debit Card,App
ORD-111681,2023-02-08,2,February,Q1,West,STR-WE-05,CUST-60706,Furniture,Sofa,SKU-SOF-001,6,5382.0,3059.79,5,30677.4,18358.74,12318.66,Credit Card,Online
